category,display_name,id,source,source_id,parent_id,nlm_id,cde_steward,cde_identifiers,cde_value
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in REM sleep,spectslowoscrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in sleep,spectslowoscsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma band end,spectslowsigmabandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma band start,spectslowsigmabandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in NREM sleep,spectslowsigmalognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in REM sleep,spectslowsigmalogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in sleep,spectslowsigmalogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in NREM sleep,spectslowsigmanrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in REM sleep,spectslowsigmarem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in sleep,spectslowsigmasleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta band end,spectthetabandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta band start,spectthetabandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in NREM sleep,spectthetalognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in REM sleep,spectthetalogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in sleep,spectthetalogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in NREM sleep,spectthetanrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in REM sleep,spectthetarem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in sleep,spectthetasleep,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Average of all NN intervals,hrvavnn,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Standard deviation of all NN intervals,hrvsdnn,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Standard deviation of the averages of NN intervals in all 5-minute segments of a 24-hour recording,hrvsdann,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Mean of the standard deviations of NN intervals in all 5-minute segments of a 24-hour recording,hrvsdnnidx,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Square root of the mean of the squares of differences between adjacent NN intervals,hrvrmssd,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Percentage of differences between adjacent NN intervals that are greater than 50 ms,hrvpnn50,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals up to 0.04 Hz,hrvtotpwr,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals up to 0.003 Hz,hrvulf,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.003 and 0.04 Hz,hrvvlf,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.04 and 0.15 Hz,hrvlf,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.15 and 0.4 Hz,hrvhf,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Ratio of low to high frequency power,hrvlftohf,,,,,,,
