category,display_name,id,chat,definition,source,time,method,formula,equipment,link
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp,"Number of central apnea (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp2,"Number of central apnea (NREM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp3,"Number of central apnea (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp4,"Number of central apnea (NREM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp5,"Number of central apnea (NREM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa,"Number of central apnea with arousals (NREM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa2,"Number of central apnea with arousals (NREM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa3,"Number of central apnea with arousals (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa4,"Number of central apnea with arousals (NREM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa5,"Number of central apnea with arousals (NREM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canop,"Number of central apnea (NREM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canop2,"Number of central apnea (NREM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canop3,"Number of central apnea (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canop4,"Number of central apnea (NREM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canop5,"Number of central apnea (NREM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carba,"Number of central apnea with arousals (REM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carba2,"Number of central apnea with arousals (REM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carba3,"Number of central apnea with arousals (REM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carba4,"Number of central apnea with arousals (REM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carba5,"Number of central apnea with arousals (REM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carbp,"Number of central apnea (REM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carbp2,"Number of central apnea (REM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carbp3,"Number of central apnea (REM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carbp4,"Number of central apnea (REM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carbp5,"Number of central apnea (REM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,caroa,"Number of central apnea with arousals (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,caroa2,"Number of central apnea with arousals (REM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,caroa3,"Number of central apnea with arousals (REM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,caroa4,"Number of central apnea with arousals (REM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,caroa5,"Number of central apnea with arousals (REM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carop,"Number of central apnea (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carop2,"Number of central apnea (REM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carop3,"Number of central apnea (REM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carop4,"Number of central apnea (REM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,carop5,"Number of central apnea (REM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnba,"Central apnea per hour with arousals (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnba2,"Central apnea per hour with arousals (NREM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnba3,"Central apnea per hour with arousals (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnba4,"Central apnea per hour with arousals (NREM, Back, 4% desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnba5,"Central apnea per hour with arousals (NREM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnbp,"Central apnea per hour (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnbp2,"Central apnea per hour (NREM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnbp3,"Central apnea per hour (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnbp4,"Central apnea per hour (NREM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnbp5,"Central apnea per hour (NREM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnoa,"Central apnea per hour with arousals (NREM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnoa2,"Central apnea per hour with arousals (NREM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnoa3,"Central apnea per hour with arousals (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnoa4,"Central apnea per hour with arousals (NREM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardnoa5,"Central apnea per hour with arousals (NREM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
