category,display_name,id,mros,definition,source,time,method,formula,equipment,link
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.5 Hertz,spectnrem20point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.0 Hertz,spectnrem20hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.5 Hertz,spectnrem21point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.0 Hertz,spectnrem21hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.5 Hertz,spectnrem22point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.0 Hertz,spectnrem22hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.5 Hertz,spectnrem23point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.0 Hertz,spectnrem23hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.5 Hertz,spectnrem24point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.0 Hertz,spectnrem24hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 25.0 Hertz,spectnrem25hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.5 Hertz,spectnrem2point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.0 Hertz,spectnrem2hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.5 Hertz,spectnrem3point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.0 Hertz,spectnrem3hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.5 Hertz,spectnrem4point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.0 Hertz,spectnrem4hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.5 Hertz,spectnrem5point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.0 Hertz,spectnrem5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.5 Hertz,spectnrem6point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.0 Hertz,spectnrem6hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.5 Hertz,spectnrem7point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.0 Hertz,spectnrem7hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.5 Hertz,spectnrem8point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.0 Hertz,spectnrem8hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.5 Hertz,spectnrem9point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.0 Hertz,spectnrem9hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0.5 Hertz,spectrem0point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0 Hertz,spectrem0hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.5 Hertz,spectrem10point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.0 Hertz,spectrem10hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.5 Hertz,spectrem11point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.0 Hertz,spectrem11hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.5 Hertz,spectrem12point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.0 Hertz,spectrem12hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.5 Hertz,spectrem13point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.0 Hertz,spectrem13hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.5 Hertz,spectrem14point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.0 Hertz,spectrem14hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.5 Hertz,spectrem15point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.0 Hertz,spectrem15hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.5 Hertz,spectrem16point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.0 Hertz,spectrem16hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.5 Hertz,spectrem17point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.0 Hertz,spectrem17hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.5 Hertz,spectrem18point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.0 Hertz,spectrem18hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.5 Hertz,spectrem19point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.0 Hertz,spectrem19hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.5 Hertz,spectrem1point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.0 Hertz,spectrem1hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.5 Hertz,spectrem20point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.0 Hertz,spectrem20hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.5 Hertz,spectrem21point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.0 Hertz,spectrem21hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.5 Hertz,spectrem22point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.0 Hertz,spectrem22hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.5 Hertz,spectrem23point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.0 Hertz,spectrem23hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.5 Hertz,spectrem24point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.0 Hertz,spectrem24hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 25.0 Hertz,spectrem25hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.5 Hertz,spectrem2point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.0 Hertz,spectrem2hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.5 Hertz,spectrem3point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.0 Hertz,spectrem3hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.5 Hertz,spectrem4point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.0 Hertz,spectrem4hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.5 Hertz,spectrem5point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.0 Hertz,spectrem5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.5 Hertz,spectrem6point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.0 Hertz,spectrem6hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.5 Hertz,spectrem7point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.0 Hertz,spectrem7hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.5 Hertz,spectrem8point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.0 Hertz,spectrem8hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.5 Hertz,spectrem9point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.0 Hertz,spectrem9hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma band end,spectsigmabandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma band start,spectsigmabandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in NREM sleep,spectsigmalognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in REM sleep,spectsigmalogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in sleep,spectsigmalogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in NREM sleep,spectsigmanrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in REM sleep,spectsigmarem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in sleep,spectsigmasleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,EEG Signal,spectsignal,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillations band end,spectslowoscbandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillations band start,spectslowoscbandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in NREM sleep,spectslowosclognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in REM sleep,spectslowosclogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in sleep,spectslowosclogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in NREM sleep,spectslowoscnrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in REM sleep,spectslowoscrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in sleep,spectslowoscsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma band end,spectslowsigmabandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma band start,spectslowsigmabandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in NREM sleep,spectslowsigmalognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in REM sleep,spectslowsigmalogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in sleep,spectslowsigmalogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in NREM sleep,spectslowsigmanrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in REM sleep,spectslowsigmarem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in sleep,spectslowsigmasleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta band end,spectthetabandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta band start,spectthetabandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in NREM sleep,spectthetalognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in REM sleep,spectthetalogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in sleep,spectthetalogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in NREM sleep,spectthetanrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in REM sleep,spectthetarem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in sleep,spectthetasleep,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Average of all NN intervals,hrvavnn,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Standard deviation of all NN intervals,hrvsdnn,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Standard deviation of the averages of NN intervals in all 5-minute segments of a 24-hour recording,hrvsdann,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Mean of the standard deviations of NN intervals in all 5-minute segments of a 24-hour recording,hrvsdnnidx,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Square root of the mean of the squares of differences between adjacent NN intervals,hrvrmssd,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Percentage of differences between adjacent NN intervals that are greater than 50 ms,hrvpnn50,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals up to 0.04 Hz,hrvtotpwr,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals up to 0.003 Hz,hrvulf,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.003 and 0.04 Hz,hrvvlf,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.04 and 0.15 Hz,hrvlf,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.15 and 0.4 Hz,hrvhf,,,,,,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Ratio of low to high frequency power,hrvlftohf,,,,,,,,
