category,display_name,id,mesa,definition,source,time,method,formula,equipment,link
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Workday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwo5,avgrestmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwo5,avgsleepmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Days (hh:hm:ss),avgsleeponsettime5,avgsleeponsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Non-Workday Days (hh:hm:ss),avgsleeponsettimenw5,avgsleeponsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Reliable Days (hh:hm:ss),avgsleeponsettimerd5,avgsleeponsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Weekday Days (hh:hm:ss),avgsleeponsettimewd5,avgsleeponsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Weekend Days (hh:hm:ss),avgsleeponsettimewe5,avgsleeponsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Workday Days (hh:hm:ss),avgsleeponsettimewo5,avgsleeponsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Days In Minutes (hh:hm:ss),avgoutbedtime5,avgoutbedtime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Non-Workday Days In Minutes (hh:hm:ss),avgoutbedtimenw5,avgoutbedtimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Reliable Days In Minutes (hh:hm:ss),avgoutbedtimerd5,avgoutbedtimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Weekday Days In Minutes (hh:hm:ss),avgoutbedtimewd5,avgoutbedtimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Weekend Days In Minutes (hh:hm:ss),avgoutbedtimewe5,avgoutbedtimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Workday Days In Minutes (hh:hm:ss),avgoutbedtimewo5,avgoutbedtimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Days In Minutes (hh:hm:ss),avgsleepoffsettime5,avgsleepoffsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Non-Workday Days In Minutes (hh:hm:ss),avgsleepoffsettimenw5,avgsleepoffsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Reliable Days In Minutes (hh:hm:ss),avgsleepoffsettimerd5,avgsleepoffsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Weekday Days In Minutes (hh:hm:ss),avgsleepoffsettimewd5,avgsleepoffsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Weekend Days In Minutes (hh:hm:ss),avgsleepoffsettimewe5,avgsleepoffsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Workday Days In Minutes (hh:hm:ss),avgsleepoffsettimewo5,avgsleepoffsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The In Bed Interval (Minutes),avginbedwake5,avginbedwake5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The In Bed Interval Across Reliable Days (Minutes),avginbedwakerd5,avginbedwakerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Non-Workday In Bed Interval (Minutes),avginbedwakenw5,avginbedwakenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Weekday In Bed Interval (Minutes),avginbedwakewd5,avginbedwakewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Weekend In Bed Interval (Minutes),avginbedwakewe5,avginbedwakewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Workday In Bed Interval (Minutes),avginbedwakewo5,avginbedwakewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Main Sleeps (Minutes),avgwaso5,avgwaso5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Non-Workday Main Sleeps (Minutes),avgwasonw5,avgwasonw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Reliable Day Main Sleeps (Minutes),avgwasord5,avgwasord5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Weekday Main Sleeps (Minutes),avgwasowd5,avgwasowd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Weekend Main Sleeps (Minutes),avgwasowe5,avgwasowe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Workday Main Sleeps (Minutes),avgwasowo5,avgwasowo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Days (Wake Bouts),avgwakebouts5,avgwakebouts5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Non-Workday Days (Wake Bouts),avgwakeboutsnw5,avgwakeboutsnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Reliable Days (Wake Bouts),avgwakeboutsrd5,avgwakeboutsrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Weekday Days (Wake Bouts),avgwakeboutswd5,avgwakeboutswd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Weekend Days (Wake Bouts),avgwakeboutswe5,avgwakeboutswe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Workday Days (Wake Bouts),avgwakeboutswo5,avgwakeboutswo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Day (Minutes),avgwhitetalt5,avgwhitetalt5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Non-Workday Day (Minutes),avgwhitetaltnw5,avgwhitetaltnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Reliable Day (Minutes),avgwhitetaltrd5,avgwhitetaltrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Weekday Day (Minutes),avgwhitetaltwd5,avgwhitetaltwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Weekend Day (Minutes),avgwhitetaltwe5,avgwhitetaltwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Workday Day (Minutes),avgwhitetaltwo5,avgwhitetaltwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,"Number Of Days With Sleep Data In Recording. Also, Number Of Main Rest Intervals In Recording (Days)",ndays5,ndays5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Non-Workday Days With Sleep Data In Recording (Non-Workday Days),ndaysnw5,ndaysnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Reliable Days With Sleep Data In Recording (Reliable Days),ndaysrd5,ndaysrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Weekday Days With Sleep Data In Recording (Also Number Of Main Rest Intervals In Recording) (Weekday Days),ndayswd5,ndayswd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Weekend Days With Sleep Data In Recording (Weekend Days),ndayswe5,ndayswe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Workday Days With Sleep Data In Recording (Workday Days),ndayswo5,ndayswo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Original Epoch Length For Processed Actigraphy Study  (Seconds),epochlength5,epochlength5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Days (Minutes),sd24hrsleep5,sd24hrsleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Non-Workday Days (Minutes),sd24hrsleepnw5,sd24hrsleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Reliable Days (Minutes),sd24hrsleeprd5,sd24hrsleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Weekday Days (Minutes),sd24hrsleepwd5,sd24hrsleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Weekend Days (Minutes),sd24hrsleepwe5,sd24hrsleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Workday Days (Minutes),sd24hrsleepwo5,sd24hrsleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Days (Percent),sdefficiency5,sdefficiency5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Non-Workday Days (Percent),sdefficiencynw5,sdefficiencynw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Reliable Days (Percent),sdefficiencyrd5,sdefficiencyrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Weekday Days (Percent),sdefficiencywd5,sdefficiencywd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Weekend Days (Percent),sdefficiencywe5,sdefficiencywe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Workday Days (Percent),sdefficiencywo5,sdefficiencywo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Days (Percent),sdmainteff5,sdmainteff5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Non-Workday Days (Percent),sdmainteffnw5,sdmainteffnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Reliable Days (Percent),sdmainteffrd5,sdmainteffrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Weekday Days (Percent),sdmainteffwd5,sdmainteffwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Weekend Days (Percent),sdmainteffwe5,sdmainteffwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Workday Days (Percent),sdmainteffwo5,sdmainteffwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Days (Minutes),sdmainsleep5,sdmainsleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Non-Workday Days (Minutes),sdmainsleepnw5,sdmainsleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Reliable Days (Minutes),sdmainsleeprd5,sdmainsleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Weekday Days (Minutes),sdmainsleepwd5,sdmainsleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Weekend Days (Minutes),sdmainsleepwe5,sdmainsleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Workday Days (Minutes),sdmainsleepwo5,sdmainsleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Interval Duration (Minutes),sdinbedduration5,sdinbedduration5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Interval Duration Across Reliable Days (Minutes),sdinbeddurationrd5,sdinbeddurationrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Time (hh:hm:ss),sdinbedtime5,sdinbedtime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Time Across Reliable Days (hh:hm:ss),sdinbedtimerd5,sdinbedtimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpoint5,sdrestmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between In Bed And Out Of Bed Times Across Reliable Days (hh:hm:ss),sdrestmidpointrd5,sdrestmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Non-Workday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointnw5,sdrestmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Non-Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointnw5,sdsleepmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpoint5,sdsleepmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Sleep Onset And Sleep Offset Times Across Reliable Days (hh:hm:ss),sdsleepmidpointrd5,sdsleepmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwd5,sdrestmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwd5,sdsleepmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekend In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwe5,sdrestmidpointwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekend Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwe5,sdsleepmidpointwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Workday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwo5,sdrestmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwo5,sdsleepmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday In Bed Interval Duration (Minutes),sdinbeddurationnw5,sdinbeddurationnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday In Bed Time (hh:hm:ss),sdinbedtimenw5,sdinbedtimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Out Of Bed Time (hh:hm:ss),sdoutbedtimenw5,sdoutbedtimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimenw5,sdsleepoffsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Onset Time (hh:hm:ss),sdsleeponsettimenw5,sdsleeponsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Period Duration (Minutes),sdsleepperioddurationnw5,sdsleepperioddurationnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Out Of Bed Time (hh:hm:ss),sdoutbedtime5,sdoutbedtime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Out Of Bed Time Across Reliable Days (hh:hm:ss),sdoutbedtimerd5,sdoutbedtimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Offset Time (hh:hm:ss),sdsleepoffsettime5,sdsleepoffsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Offset Time Across Reliable Days (hh:hm:ss),sdsleepoffsettimerd5,sdsleepoffsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Onset Time (hh:hm:ss),sdsleeponsettime5,sdsleeponsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Onset Time Across Reliable Days (hh:hm:ss),sdsleeponsettimerd5,sdsleeponsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Period Duration (Minutes),sdsleepperiodduration5,sdsleepperiodduration5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Period Duration Across Reliable Days (Minutes),sdsleepperioddurationrd5,sdsleepperioddurationrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday In Bed Interval Duration (Minutes),sdinbeddurationwd5,sdinbeddurationwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday In Bed Time (hh:hm:ss),sdinbedtimewd5,sdinbedtimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Out Of Bed Time (hh:hm:ss),sdoutbedtimewd5,sdoutbedtimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewd5,sdsleepoffsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Onset Time (hh:hm:ss),sdsleeponsettimewd5,sdsleeponsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Period Duration (Minutes),sdsleepperioddurationwd5,sdsleepperioddurationwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend In Bed Interval Duration (Minutes),sdinbeddurationwe5,sdinbeddurationwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend In Bed Time (hh:hm:ss),sdinbedtimewe5,sdinbedtimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Out Of Bed Time (hh:hm:ss),sdoutbedtimewe5,sdoutbedtimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewe5,sdsleepoffsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Onset Time (hh:hm:ss),sdsleeponsettimewe5,sdsleeponsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Period Duration (Minutes),sdsleepperioddurationwe5,sdsleepperioddurationwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday In Bed Interval Duration (Minutes),sdinbeddurationwo5,sdinbeddurationwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday In Bed Time (hh:hm:ss),sdinbedtimewo5,sdinbedtimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Out Of Bed Time (hh:hm:ss),sdoutbedtimewo5,sdoutbedtimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewo5,sdsleepoffsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Onset Time (hh:hm:ss),sdsleeponsettimewo5,sdsleeponsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Period Duration (Minutes),sdsleepperioddurationwo5,sdsleepperioddurationwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Study Overlaps With Daylight Saving Time Start (March) Or End (November),dstoverlap5,dstoverlap5,,,,,,,
10 - Sleep Symptoms,Early morning awakening,earlyawakening,wakeearly5,Past 4 Weeks: Wake Up Earlier Than Planned,,,,,,
10 - Sleep Symptoms,Epworth Sleepiness Scale score,epworthscore,epslpscl5c,Epworth Sleepiness Scale In MESA,,,,,,
10 - Sleep Symptoms,Modified Epworth Sleepiness Scale score,modepworthscore,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire score,fosqscore,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Activity Level subscale,fosqactiv,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - General Productivity subscale ,fosqgenprod,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Social Outcome subscale,fosqsocout,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Vigilance subscale,fosqvigil,,,,,,,,
10 - Sleep Symptoms,Pediatric Sleep Questionnaire Sleep-Related Breathing Disorder (PSQ-SRBD) score, psqsrbdscore,,,,,,,,
10 - Sleep Symptoms,Obstructive Sleep Apnea-18 Assessment Tool score,osa18assessscore,,,,,,,,
10 - Sleep Symptoms,Women's Health Initiative Insomnia Rating Scale,whiinitinsomratescale,whiirs5c,Womens Health Initiative (WHI) Insomnia Rating Scale,,,,,,
10 - Sleep Symptoms,Pittsburgh Insomnia Rating Scale,pittinsomratescale,,,,,,,,
10 - Sleep Symptoms,Pittsburgh Sleep Quality Index,pittsleepqualindex,,,,,,,,
10 - Sleep Symptoms,Insomnia Severity Index,insomseverindex,,,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,sleepy5,Past 4 Weeks: Feel Overly Sleepy During Day,,,,,,
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,trbleslpng5,Past 4 Weeks: Trouble Falling Asleep,,,,,,
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,slpngpills5,Past 4 Weeks: Take Sleeping Pills To Help Sleep,,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,wakeup5,Past 4 Weeks: Wake Up Several Times A Night,,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,bcksleep5,Past 4 Weeks: Trouble Getting Back To Sleep After You Waking Too Early,,,,,,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,,,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,snored5,Past 4 Weeks: Snored,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring - frequency,habitsnoringfreq,,,,,,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing,snoringgasping,stpbrthng5,Past 4 Weeks: Stop Breathing During Sleep,,,,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,,,,,,,,
11 - Other Symptoms,Chronic cough,chroniccough,,,,,,,,
11 - Other Symptoms,Nocturnal wheezing,noctwheez,,,,,,,,
11 - Other Symptoms,Persistent wheezing,persistwheez,,,,,,,,
12 - Adjudicated Events,Atrial fibrillation - adjudicated event,afibadjud,,,,,,,,
12 - Adjudicated Events,Congestive heart failure - adjudicated event,chfadjud,,,,,,,,
12 - Adjudicated Events,Myocardial infarction - adjudicated event,miadjud,,,,,,,,
12 - Adjudicated Events,Stroke - adjudicated event,strokeadju,,,,,,,,
12 - Adjudicated Events,All cause hospitalization - adjudicated event,hospadju,,,,,,,,
12 - Adjudicated Events,Cardiovascular disease hospitalization - adjudicated event,cvhospadju,,,,,,,,
12 - Adjudicated Events,"Revascularization (PTCA, CABG) - adjudicated event",revascadju,,,,,,,,
12 - Adjudicated Events,Cardiac arrest - adjudicated event,cardarrestadju,,,,,,,,
13 - Spirometry,FEV1,fev1,,,,,,,,
13 - Spirometry,FEV1/FVC,fev1fvcratio,,,,,,,,
13 - Spirometry,FVC,fvc,,,,,,,,
13 - Spirometry,Percent predicted FEV1,percentpredfev1,,,,,,,,
13 - Spirometry,Percent predicted FVC,percentpredfvc,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - General Conceptual Ability Score,nepsygcas,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Phonological Processing,nepsypp,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Tower,nepsyt,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Auditory Attention and Response Set,nepsyaars,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Speeded Naming,nepsysn,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Visual Attention,nepsyva,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Comprehension of Instructions,nepsycoi,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Attention/Executive Function Domain Score,nepsyaefds,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Language Domain Score,nepsylds,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Arrows,nepsya,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Naming,nepsy2in,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Inhibition,nepsy2ii,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Switching,nepsy2is,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition Naming vs. Inhibition-Inhibition,nepsy2continvsii,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition-Inhibition vs. Inhibition-Switching,nepsy2contiivsis,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Total Errors,nepsy2ite,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Semantic Condition,nepsy2sc,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Initial Letter Condition,nepsy2ilc,,,,,,,,
