category,display_name,id,shhs,definition,source,time,method,formula,equipment,link
05 - Medications,Vasodilator,vasodilator,vasod1,"Vasodilators with diuretics, a mixed group (SHHS1)",SHHS1,Baseline visit,Transcribed with physician review,,Medication review form,
05 - Medications,Vasodilator,vasodilator,vasod2,"Vasodilators With Diuretics, A Mixed Group (SHHS2)",SHHS2,Follow-up visit,Transcribed with physician review,,Medication review form,
05 - Medications,Xanthine Oxidase Inhibitor,xanthoxidinh,urcos2,Uricosurics (SHHS2),SHHS2,Follow-up visit,Transcribed with physician review,,Medication review form,
06 - Health Habits,Alcohol consumption,alcohol,alcoh,Alcohol use (SHHS1),SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported bed time,selfrepbedtime,tfawda02,Sleep Habits (SHHS1): weekday bedtime - AM or PM,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported bed time,selfrepbedtime,tfawdh02,Sleep Habits (SHHS1): weekday bedtime - hour,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported bed time,selfrepbedtime,tfawdm02,Sleep Habits (SHHS1): weekday bedtime - minute,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported bed time,selfrepbedtime,tfawea02,Sleep Habits (SHHS1): weekend bedtime - AM or PM,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported bed time,selfrepbedtime,tfaweh02,Sleep Habits (SHHS1): weekend bedtime - hour,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported bed time,selfrepbedtime,tfawem02,Sleep Habits (SHHS1): weekend bedtime- minute,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported wake time,selfrepwaketime,twuwda02,Sleep Habits (SHHS1): weekday wake time - AM or PM,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported wake time,selfrepwaketime,twuwdh02,Sleep Habits (SHHS1): weekday wake time - hour,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported wake time,selfrepwaketime,twuwdm02,Sleep Habits (SHHS1): weekday wake time - minute,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported wake time,selfrepwaketime,twuwea02,Sleep Habits (SHHS1): weekend wake time - AM or PM,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported wake time,selfrepwaketime,twuweh02,Sleep Habits (SHHS1): weekend wake time - hour,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported wake time,selfrepwaketime,twuwem02,Sleep Habits (SHHS1): weekend wake time - minute,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported sleep duration,selfrepsleepduration,hrswd02,Sleep Habits (SHHS1): sleep time on weekdays,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported sleep duration,selfrepsleepduration,hrswe02,Sleep Habits (SHHS1): sleep time on weekends,SHHS1,Baseline visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported sleep duration,selfrepsleepduration,totminslpwd,Sleep Habits (SHHS2): sleep time on weekdays,SHHS2,Follow-up visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Self reported sleep duration,selfrepsleepduration,totminslpwe,Sleep Habits (SHHS2): sleep time on weekends,SHHS2,Follow-up visit,Reported by subject,,Sleep habits questionnaire,
06 - Health Habits,Smoking status,smoking,smokstat_s1,Smoking Status at SHHS1,SHHS1,Baseline visit,Reported by subject,,Health interview form,
06 - Health Habits,Smoking status,smoking,smokstat_s2,Smoking Status at SHHS2,,Follow-up visit,Reported by subject,,Health interview form,
06 - Health Habits,Pack years,packyears,,,,,,,,
06 - Health Habits,Caffeine intake,caffeineintake,,,,,,,,
07 - Laboratory Data,Fasting glucose,,,,,,,,,
07 - Laboratory Data,Fasting insulin,,,,,,,,,
07 - Laboratory Data,HDL cholesterol,hdlchol,hdl,HDL (SHHS1),SHHS1,,Reported by parent cohort,,,
07 - Laboratory Data,LDL cholesterol,,,,,,,,,
07 - Laboratory Data,Total cholesterol,totalchol,chol,Cholesterol (SHHS1),SHHS1,,Reported by parent cohort,,,
07 - Laboratory Data,Triglycerides,triglyc,trig,Triglycerides (SHHS1),SHHS1,,Reported by parent cohort,,,
07 - Laboratory Data,Hemoglobin A1c,hba1c,,,,,,,,
07 - Laboratory Data,Creatinine,creatinine,,,,,,,,
07 - Laboratory Data,Creatinine clearance,creatinineclear,,,,,,,,
08A - Sleep Study Data - Acquisition,Type of sleep study,,,,SHHS,,,,,
08B - Sleep Study Data - Time,Duration of sleep study,,,,,,,,,
08B - Sleep Study Data - Time,Sleep duration,sleepduration,slpprdp,Sleep Time,SHHS 1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08B - Sleep Study Data - Time,Sleep duration,sleepduration,slptime,Total Sleep Time,SHHS1,Baseline PSG,Measured,,Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version),
08B - Sleep Study Data - Time,Sleep efficiency,sleepefficiency,slp_eff,Sleep Efficiency,SHHS1/SHHS2,Baseline/Follow-up PSG's,Calculated,slp_eff = 100 * ( slpprdp ) / timebedp,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08B - Sleep Study Data - Time,Sleep efficiency,sleepefficiency,slpeffp,PSG Report (SHHS2): Sleep Efficiency,SHHS2,Follow-up PSG,Calculated,,"Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08B - Sleep Study Data - Time,Sleep fragmentation index,sleepfragmentindex,,,,,,,,
08B - Sleep Study Data - Time,Sleep maintenance efficiency,sleepmaintefficiency,,,,,,,,
08B - Sleep Study Data - Time,Sleep onset latency,sleeponsetlatency,slp_lat,Sleep latency,SHHS 1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08B - Sleep Study Data - Time,Sleep onset latency,sleeponsetlatency,sleep_latency,Sleep latency,SHHS1,Baseline PSG,Calculated,,Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version),
08B - Sleep Study Data - Time,Sleep onset latency,sleeponsetlatency,slplatp,PSG Report (SHHS1): Sleep Latency,SHHS1,Baseline PSG,Calculated,,Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version),
08B - Sleep Study Data - Time,Time awake after sleep onset,timeawakeaftersleep,waso,Wake After Sleep Onset,SHHS1/2,Baseline/Follow-up PSG's,Calculated,waso = timebedp - slpprdp - slplatp,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08B - Sleep Study Data - Time,Time in bed duration,timeinbedduration,timebedp,Time in bed,SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08B - Sleep Study Data - Time,Time in bed duration,timeinbedduration,time_bed,Total Time in Bed,SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canba,"Number of Central Apnea w/ arousals (NREM, Back, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canba2,"Number of Central Apnea w/ arousals (NREM, Back, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canba3,"Number of Central Apnea w/ arousals (NREM, Back, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canba4,"Number of Central Apnea w/ arousals (NREM, Back, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canba5,"Number of Central Apnea w/ arousals (NREM, Back, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp,"Number of Central Apnea (NREM, Back, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp2,"Number of Central Apnea (NREM, Back, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp3,"Number of Central Apnea (NREM, Back, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp4,"Number of Central Apnea (NREM, Back, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canbp5,"Number of Central Apnea (NREM, Back, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa,"Number of Central Apnea w/ arousals (NREM, Other, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa2,"Number of Central Apnea w/ arousals (NREM, Other, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa3,"Number of Central Apnea w/ arousals (NREM, Other, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa4,"Number of Central Apnea w/ arousals (NREM, Other, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canoa5,"Number of Central Apnea w/ arousals (NREM, Other, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apnea events,csaevent,canop,"Number of Central Apnea (NREM, Other, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Measured,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
